"App name","Date","Time","Duration"
"Google","06/08/23","7:50:27 pm","0:00:08"
"Chrome","06/08/23","7:50:26 pm","0:00:01"
"Google","06/08/23","7:50:15 pm","0:00:11"
"Chrome","06/08/23","7:50:14 pm","0:00:01"
"Google","06/08/23","7:50:13 pm","0:00:01"
"Chrome","06/08/23","7:50:12 pm","0:00:01"
"WhatsApp","06/08/23","7:50:04 pm","0:00:07"
"Google","06/08/23","7:50:02 pm","0:00:00"
"Chrome","06/08/23","7:49:59 pm","0:00:03"
"Google","06/08/23","7:49:48 pm","0:00:11"
"Screen on (unlocked)","06/08/23","7:49:47 pm","0:00:01"
"Screen off (locked)","06/08/23","7:26:53 pm","0:22:55"
"Screen on (unlocked)","06/08/23","7:26:50 pm","0:00:01"
"Screen off (locked)","06/08/23","6:54:12 pm","0:32:39"
"Screen on (unlocked)","06/08/23","6:54:10 pm","0:00:01"
"Screen off (locked)","06/08/23","6:30:47 pm","0:23:22"
"WhatsApp","06/08/23","6:30:30 pm","0:00:17"
"Messages","06/08/23","6:30:28 pm","0:00:02"
"WhatsApp","06/08/23","6:30:28 pm","0:00:00"
"Truecaller","06/08/23","6:30:26 pm","0:00:02"
"WhatsApp","06/08/23","6:30:23 pm","0:00:03"
"Phone","06/08/23","6:30:22 pm","0:00:01"
"Screen on (unlocked)","06/08/23","6:30:22 pm","0:00:01"
"Screen off (locked)","06/08/23","6:29:08 pm","0:01:14"
"Phone","06/08/23","6:28:59 pm","0:00:08"
"WhatsApp","06/08/23","6:28:59 pm","0:00:00"
"Phone","06/08/23","6:28:59 pm","0:00:00"
"WhatsApp","06/08/23","6:28:34 pm","0:00:24"
"Truecaller","06/08/23","6:28:31 pm","0:00:02"
"Screen on (unlocked)","06/08/23","6:28:29 pm","0:00:01"
"Screen off (locked)","06/08/23","6:28:28 pm","0:00:01"
"Phone","06/08/23","6:27:59 pm","0:00:28"
"Screen on (unlocked)","06/08/23","6:27:59 pm","0:00:01"
"Screen off (locked)","06/08/23","6:21:54 pm","0:06:04"
"WhatsApp","06/08/23","6:21:29 pm","0:00:25"
"Screen on (unlocked)","06/08/23","6:21:29 pm","0:00:01"
"Screen off (locked)","06/08/23","6:21:19 pm","0:00:10"
"Instagram","06/08/23","6:13:20 pm","0:07:59"
"Screen on (unlocked)","06/08/23","6:13:12 pm","0:00:01"
"Screen off (locked)","06/08/23","5:15:58 pm","0:57:14"
"YouTube","06/08/23","5:12:51 pm","0:03:07"
"YouTube","06/08/23","5:12:05 pm","0:00:41"
"Thunder VPN","06/08/23","5:11:57 pm","0:00:06"
"Chrome","06/08/23","4:59:42 pm","0:12:09"
"Thunder VPN","06/08/23","4:59:29 pm","0:00:11"
"Alien Shooter World","06/08/23","4:51:53 pm","0:07:30"
"Alien Shooter World","06/08/23","4:51:33 pm","0:00:19"
"Screen on (unlocked)","06/08/23","4:51:23 pm","0:00:01"
"Screen off (locked)","06/08/23","4:50:38 pm","0:00:45"
"Screen on (unlocked)","06/08/23","4:50:19 pm","0:00:01"
"Screen off (locked)","06/08/23","4:48:04 pm","0:02:15"
"YouTube","06/08/23","4:47:59 pm","0:00:02"
"Screen on (unlocked)","06/08/23","4:47:59 pm","0:00:01"
"Screen off (locked)","06/08/23","4:21:44 pm","0:26:15"
"YouTube","06/08/23","4:15:00 pm","0:06:44"
"WhatsApp","06/08/23","4:14:52 pm","0:00:06"
"Instagram","06/08/23","3:52:25 pm","0:22:22"
"WhatsApp","06/08/23","3:51:16 pm","0:01:09"
"Instagram","06/08/23","3:50:43 pm","0:00:33"
"Instagram","06/08/23","3:50:07 pm","0:00:35"
"WhatsApp","06/08/23","3:49:35 pm","0:00:31"
"Instagram","06/08/23","3:33:08 pm","0:16:26"
"WhatsApp","06/08/23","3:28:22 pm","0:04:43"
"YouTube","06/08/23","3:23:43 pm","0:04:38"
"Screen on (unlocked)","06/08/23","3:23:42 pm","0:00:01"
"Screen off (locked)","06/08/23","3:23:20 pm","0:00:22"
"YouTube","06/08/23","3:22:16 pm","0:01:04"
"Screen on (unlocked)","06/08/23","3:22:15 pm","0:00:01"
"Screen off (locked)","06/08/23","3:21:37 pm","0:00:38"
"YouTube","06/08/23","3:18:05 pm","0:03:31"
"Screen on (unlocked)","06/08/23","3:18:05 pm","0:00:01"
"Screen off (locked)","06/08/23","3:18:03 pm","0:00:02"
"YouTube","06/08/23","3:03:35 pm","0:14:28"
"Wireless Earphones","06/08/23","3:03:33 pm","0:00:02"
"YouTube","06/08/23","3:02:54 pm","0:00:39"
"Screen on (unlocked)","06/08/23","3:02:49 pm","0:00:01"
"Screen off (locked)","06/08/23","2:52:40 pm","0:10:09"
"Screen on (unlocked)","06/08/23","2:51:59 pm","0:00:01"
"Screen off (locked)","06/08/23","2:51:47 pm","0:00:12"
"WhatsApp","06/08/23","2:51:27 pm","0:00:19"
"WhatsApp","06/08/23","2:50:57 pm","0:00:23"
"Screen on (unlocked)","06/08/23","2:50:55 pm","0:00:01"
"Screen off (locked)","06/08/23","2:50:52 pm","0:00:04"
"WhatsApp","06/08/23","2:50:34 pm","0:00:17"
"Screen on (unlocked)","06/08/23","2:50:34 pm","0:00:01"
"Screen off (locked)","06/08/23","2:50:30 pm","0:00:03"
"Instagram","06/08/23","2:50:18 pm","0:00:12"
"WhatsApp","06/08/23","2:48:44 pm","0:01:31"
"Google","06/08/23","2:47:07 pm","0:01:36"
"WhatsApp","06/08/23","2:38:39 pm","0:08:25"
"Google","06/08/23","2:38:24 pm","0:00:14"
"WhatsApp","06/08/23","2:37:34 pm","0:00:48"
"Instagram","06/08/23","2:37:18 pm","0:00:15"
"WhatsApp","06/08/23","2:37:07 pm","0:00:08"
"WhatsApp","06/08/23","2:33:46 pm","0:03:20"
"Screen on (unlocked)","06/08/23","2:33:45 pm","0:00:01"
"Screen off (locked)","06/08/23","2:33:17 pm","0:00:28"
"WhatsApp","06/08/23","2:33:01 pm","0:00:15"
"Screen on (unlocked)","06/08/23","2:32:59 pm","0:00:01"
"Screen off (locked)","06/08/23","2:32:53 pm","0:00:06"
"WhatsApp","06/08/23","2:31:55 pm","0:00:58"
"Instagram","06/08/23","2:30:40 pm","0:00:58"
"WhatsApp","06/08/23","2:28:01 pm","0:02:36"
"Screen on (unlocked)","06/08/23","2:27:31 pm","0:00:01"
"Screen off (locked)","06/08/23","2:10:42 pm","0:16:50"
"Instagram","06/08/23","2:07:13 pm","0:03:16"
"Instagram","06/08/23","2:07:10 pm","0:00:02"
"WhatsApp","06/08/23","2:06:58 pm","0:00:08"
"Screen on (unlocked)","06/08/23","2:06:55 pm","0:00:01"
"Screen off (locked)","06/08/23","1:20:23 pm","0:46:32"
"WhatsApp","06/08/23","1:20:04 pm","0:00:18"
"Screen on (unlocked)","06/08/23","1:18:09 pm","0:00:01"
"Screen off (locked)","06/08/23","1:17:32 pm","0:00:37"
"WhatsApp","06/08/23","1:16:12 pm","0:01:21"
"Screen on (unlocked)","06/08/23","1:16:09 pm","0:00:01"
"Screen off (locked)","06/08/23","1:15:49 pm","0:00:20"
"WhatsApp","06/08/23","1:04:36 pm","0:11:12"
"Screen on (unlocked)","06/08/23","1:04:33 pm","0:00:01"
"Screen off (locked)","06/08/23","1:03:48 pm","0:00:45"
"WhatsApp","06/08/23","1:03:00 pm","0:00:48"
"Screen on (unlocked)","06/08/23","1:02:59 pm","0:00:01"
"Screen off (locked)","06/08/23","1:02:21 pm","0:00:38"
"WhatsApp","06/08/23","12:57:53 pm","0:04:28"
"Screen on (unlocked)","06/08/23","12:57:52 pm","0:00:01"
"Screen off (locked)","06/08/23","12:56:59 pm","0:00:53"
"WhatsApp","06/08/23","12:50:48 pm","0:06:10"
"Screen on (unlocked)","06/08/23","12:50:48 pm","0:00:01"
"Screen off (locked)","06/08/23","12:50:39 pm","0:00:09"
"WhatsApp","06/08/23","12:49:12 pm","0:01:27"
"Screen on (unlocked)","06/08/23","12:49:12 pm","0:00:01"
"Screen off (locked)","06/08/23","12:48:51 pm","0:00:21"
"WhatsApp","06/08/23","12:47:51 pm","0:01:00"
"Chrome","06/08/23","12:47:35 pm","0:00:16"
"Screen on (unlocked)","06/08/23","12:47:34 pm","0:00:01"
"Screen off (locked)","06/08/23","12:46:47 pm","0:00:48"
"Chrome","06/08/23","12:46:17 pm","0:00:29"
"Google","06/08/23","12:46:07 pm","0:00:11"
"Screen on (unlocked)","06/08/23","12:46:02 pm","0:00:01"
"Screen off (locked)","06/08/23","12:34:11 pm","0:11:52"
"WhatsApp","06/08/23","12:34:05 pm","0:00:06"
"Instagram","06/08/23","12:30:49 pm","0:03:14"
"WhatsApp","06/08/23","12:27:54 pm","0:02:54"
"Instagram","06/08/23","12:26:29 pm","0:01:26"
"WhatsApp","06/08/23","12:25:50 pm","0:00:37"
"LinkedIn","06/08/23","12:24:31 pm","0:01:19"
"Chrome","06/08/23","12:24:28 pm","0:00:02"
"LinkedIn","06/08/23","12:24:03 pm","0:00:21"
"Chrome","06/08/23","12:23:49 pm","0:00:09"
"Google","06/08/23","12:23:23 pm","0:00:26"
"WhatsApp","06/08/23","12:23:03 pm","0:00:18"
"Google","06/08/23","12:22:46 pm","0:00:15"
"WhatsApp","06/08/23","12:22:03 pm","0:00:40"
"Chrome","06/08/23","12:21:52 pm","0:00:11"
"LinkedIn","06/08/23","12:21:46 pm","0:00:06"
"Google","06/08/23","12:21:33 pm","0:00:13"
"Chrome","06/08/23","12:21:28 pm","0:00:05"
"Google","06/08/23","12:21:20 pm","0:00:08"
"WhatsApp","06/08/23","12:20:32 pm","0:00:48"
"Google","06/08/23","12:20:30 pm","0:00:01"
"LinkedIn","06/08/23","12:20:21 pm","0:00:08"
"Google","06/08/23","12:20:05 pm","0:00:16"
"WhatsApp","06/08/23","12:14:29 pm","0:05:34"
"Google","06/08/23","12:13:51 pm","0:00:36"
"Screen on (unlocked)","06/08/23","12:13:48 pm","0:00:01"
"Screen off (locked)","06/08/23","12:13:22 pm","0:00:26"
"WhatsApp","06/08/23","12:13:10 pm","0:00:10"
"WhatsApp","06/08/23","12:12:34 pm","0:00:32"
"Screen on (unlocked)","06/08/23","12:12:32 pm","0:00:01"
"Screen off (locked)","06/08/23","12:11:44 pm","0:00:48"
"WhatsApp","06/08/23","12:11:13 pm","0:00:30"
"Google","06/08/23","12:11:10 pm","0:00:01"
"Calendar","06/08/23","12:11:00 pm","0:00:10"
"Google","06/08/23","12:10:35 pm","0:00:15"
"WhatsApp","06/08/23","12:10:27 pm","0:00:08"
"Google","06/08/23","12:09:59 pm","0:00:27"
"WhatsApp","06/08/23","12:08:19 pm","0:01:36"
"Instagram","06/08/23","12:02:53 pm","0:05:24"
"Messages","06/08/23","12:02:50 pm","0:00:01"
"Alien Shooter World","06/08/23","12:02:37 pm","0:00:04"
"Screen on (unlocked)","06/08/23","12:02:36 pm","0:00:01"
"Screen off (locked)","06/08/23","12:00:43 pm","0:01:53"
"Alien Shooter World","06/08/23","11:49:01 am","0:11:43"
"Google","06/08/23","11:48:48 am","0:00:11"
"WhatsApp","06/08/23","11:48:30 am","0:00:14"
"Instagram","06/08/23","11:43:37 am","0:04:46"
"WhatsApp","06/08/23","11:41:44 am","0:01:50"
"Google","06/08/23","11:40:37 am","0:01:03"
"Instagram","06/08/23","11:40:33 am","0:00:01"
"Screen on (unlocked)","06/08/23","11:40:32 am","0:00:01"
"Screen off (locked)","06/08/23","11:38:47 am","0:01:45"
"Instagram","06/08/23","11:27:03 am","0:11:43"
"Screen on (unlocked)","06/08/23","11:27:00 am","0:00:01"
"Screen off (locked)","06/08/23","11:14:54 am","0:12:06"
"Google","06/08/23","11:14:49 am","0:00:05"
"X","06/08/23","11:14:26 am","0:00:23"
"Google","06/08/23","11:13:54 am","0:00:31"
"Alien Shooter World","06/08/23","11:08:46 am","0:04:55"
"Snapchat","06/08/23","11:08:38 am","0:00:06"
"Instagram","06/08/23","11:08:13 am","0:00:12"
"Screen on (unlocked)","06/08/23","11:08:09 am","0:00:01"
"Screen off (locked)","06/08/23","11:07:55 am","0:00:14"
"Screen on (unlocked)","06/08/23","11:07:50 am","0:00:01"
"Screen off (locked)","06/08/23","11:06:28 am","0:01:22"
"Instagram","06/08/23","11:04:44 am","0:01:42"
"Gmail","06/08/23","11:04:34 am","0:00:09"
"Chrome","06/08/23","11:04:20 am","0:00:14"
"Gmail","06/08/23","11:03:50 am","0:00:30"
"Chrome","06/08/23","11:03:45 am","0:00:02"
"Screen on (unlocked)","06/08/23","11:03:36 am","0:00:01"
"Screen off (locked)","06/08/23","10:36:08 am","0:27:28"
"WhatsApp","06/08/23","10:33:58 am","0:02:07"
"YouTube","06/08/23","10:31:04 am","0:02:54"
"WhatsApp","06/08/23","10:30:50 am","0:00:09"
"Instagram","06/08/23","10:28:49 am","0:01:55"
"Instagram","06/08/23","10:28:28 am","0:00:19"
"WhatsApp","06/08/23","10:27:18 am","0:00:29"
"Clock","06/08/23","10:27:18 am","0:00:00"
"Screen on (unlocked)","06/08/23","10:27:17 am","0:00:01"
"Screen off (locked)","06/08/23","8:15:10 am","2:12:07"
"Clock","06/08/23","8:14:57 am","0:00:12"
"Screen on (unlocked)","06/08/23","8:14:57 am","0:00:01"
"Screen off (locked)","06/08/23","8:10:42 am","0:04:15"
"Clock","06/08/23","8:10:34 am","0:00:08"
"Clock","06/08/23","8:10:31 am","0:00:03"
"Screen on (unlocked)","06/08/23","8:10:30 am","0:00:01"
"Screen off (locked)","06/08/23","8:10:15 am","0:00:15"
"Clock","06/08/23","8:09:57 am","0:00:18"
"Screen on (unlocked)","06/08/23","8:09:57 am","0:00:01"
"Screen off (locked)","06/08/23","8:05:05 am","0:04:52"
"Clock","06/08/23","8:04:59 am","0:00:06"
"Screen on (unlocked)","06/08/23","8:04:58 am","0:00:01"
"Screen off (locked)","06/08/23","8:00:26 am","0:04:32"
"Clock","06/08/23","7:59:59 am","0:00:27"
"Screen on (unlocked)","06/08/23","7:59:58 am","0:00:01"
"Screen off (locked)","06/08/23","7:55:06 am","0:04:52"
"Clock","06/08/23","7:54:59 am","0:00:07"
"Screen on (unlocked)","06/08/23","7:54:58 am","0:00:01"
"Screen off (locked)","06/08/23","7:50:34 am","0:04:25"
"Clock","06/08/23","7:49:59 am","0:00:35"
"Screen on (unlocked)","06/08/23","7:49:58 am","0:00:01"
"Screen off (locked)","06/08/23","7:45:05 am","0:04:53"
"Clock","06/08/23","7:44:59 am","0:00:06"
"Screen on (unlocked)","06/08/23","7:44:58 am","0:00:01"
"Screen off (locked)","06/08/23","7:40:13 am","0:04:45"
"Clock","06/08/23","7:39:59 am","0:00:14"
"Screen on (unlocked)","06/08/23","7:39:58 am","0:00:01"
"Screen off (locked)","06/08/23","7:35:21 am","0:04:37"
"Clock","06/08/23","7:34:59 am","0:00:22"
"Screen on (unlocked)","06/08/23","7:34:58 am","0:00:01"
"Screen off (locked)","06/08/23","7:30:32 am","0:04:26"
"Clock","06/08/23","7:29:59 am","0:00:33"
"Screen on (unlocked)","06/08/23","7:29:58 am","0:00:01"
"Screen off (locked)","06/08/23","2:27:11 am","5:02:47"
"Clock","06/08/23","2:26:42 am","0:00:29"
"Audible","06/08/23","2:26:40 am","0:00:02"
"Screen on (unlocked)","06/08/23","2:26:39 am","0:00:01"
"Screen off (locked)","06/08/23","2:18:50 am","0:07:49"
"Audible","06/08/23","2:18:39 am","0:00:11"
"YouTube","06/08/23","1:29:55 am","0:48:42"
"Snapchat","06/08/23","1:27:24 am","0:02:20"
"Screen on (unlocked)","06/08/23","1:27:24 am","0:00:01"
"Screen off (locked)","06/08/23","1:22:11 am","0:05:12"
"Snapchat","06/08/23","1:22:08 am","0:00:04"
"Screen on (unlocked)","06/08/23","1:22:07 am","0:00:01"
"Screen off (locked)","06/08/23","1:21:40 am","0:00:28"
"Snapchat","06/08/23","1:16:37 am","0:05:03"
"Screen on (unlocked)","06/08/23","1:16:36 am","0:00:01"
"Screen off (locked)","06/08/23","1:16:19 am","0:00:17"
"Snapchat","06/08/23","1:11:58 am","0:04:21"
"Chrome","06/08/23","1:06:57 am","0:05:01"
"Snapchat","06/08/23","1:06:05 am","0:00:51"
"Chrome","06/08/23","12:57:23 am","0:08:42"
"Snapchat","06/08/23","12:57:08 am","0:00:11"
"Alien Shooter World","06/08/23","12:48:16 am","0:08:47"
"Alien Shooter World","06/08/23","12:47:46 am","0:00:28"
"Snapchat","06/08/23","12:47:41 am","0:00:03"
"Screen on (unlocked)","06/08/23","12:47:32 am","0:00:01"
"Screen off (locked)","06/08/23","12:47:22 am","0:00:09"
"Screen on (unlocked)","06/08/23","12:47:19 am","0:00:01"
"Screen off (locked)","06/08/23","12:42:24 am","0:04:55"
"Screen on (unlocked)","06/08/23","12:42:17 am","0:00:01"
"Screen off (locked)","06/08/23","12:32:27 am","0:09:50"
"Snapchat","06/08/23","12:32:02 am","0:00:25"
"Instagram","06/08/23","12:23:16 am","0:08:47"
"Screen on (unlocked)","06/08/23","12:23:14 am","0:00:01"
"Screen off (locked)","06/08/23","12:05:53 am","0:17:22"
"Google","06/08/23","12:05:43 am","0:00:10"
"Screen on (unlocked)","06/08/23","12:05:42 am","0:00:01"
"Screen off (locked)","06/08/23","12:05:21 am","0:00:21"
"Google","06/08/23","12:05:02 am","0:00:19"
"Screen on (unlocked)","06/08/23","12:04:58 am","0:00:01"
"Screen off (locked)","05/08/23","11:44:15 pm","0:20:43"
"WhatsApp","05/08/23","11:44:02 pm","0:00:10"
"Screen on (unlocked)","05/08/23","11:43:45 pm","0:00:01"
"Screen off (locked)","05/08/23","10:21:08 pm","1:22:38"
"WhatsApp","05/08/23","10:20:45 pm","0:00:23"
"WhatsApp","05/08/23","10:20:21 pm","0:00:21"
"Screen on (unlocked)","05/08/23","10:20:20 pm","0:00:01"
"Screen off (locked)","05/08/23","10:11:49 pm","0:08:32"
"Instagram","05/08/23","10:10:53 pm","0:00:55"
"WhatsApp","05/08/23","10:10:36 pm","0:00:18"
"Screen on (unlocked)","05/08/23","10:10:35 pm","0:00:01"
"Screen off (locked)","05/08/23","10:06:49 pm","0:03:46"
"WhatsApp","05/08/23","10:01:34 pm","0:05:15"
"Screen on (unlocked)","05/08/23","10:01:31 pm","0:00:01"
"Screen off (locked)","05/08/23","10:01:31 pm","0:00:01"
"WhatsApp","05/08/23","10:01:24 pm","0:00:06"
"Screen on (unlocked)","05/08/23","10:01:23 pm","0:00:01"
"Screen off (locked)","05/08/23","10:01:09 pm","0:00:14"
"WhatsApp","05/08/23","10:00:34 pm","0:00:35"
"Instagram","05/08/23","9:54:42 pm","0:05:52"
"Google","05/08/23","9:54:35 pm","0:00:06"
"Chrome","05/08/23","9:54:26 pm","0:00:10"
"YouTube","05/08/23","9:54:12 pm","0:00:12"
"YT Studio","05/08/23","9:54:11 pm","0:00:01"
"Chrome","05/08/23","9:54:00 pm","0:00:09"
"Google","05/08/23","9:53:51 pm","0:00:08"
"Chrome","05/08/23","9:53:45 pm","0:00:06"
"Google","05/08/23","9:53:34 pm","0:00:12"
"WhatsApp","05/08/23","9:53:15 pm","0:00:18"
"Truecaller","05/08/23","9:53:15 pm","0:00:01"
"Google","05/08/23","9:53:08 pm","0:00:06"
"Chrome","05/08/23","9:51:58 pm","0:01:11"
"Google","05/08/23","9:51:34 pm","0:00:23"
"Phone","05/08/23","9:50:55 pm","0:00:34"
"Screen on (unlocked)","05/08/23","9:50:55 pm","0:00:01"
"Screen off (locked)","05/08/23","9:46:32 pm","0:04:23"
"Phone","05/08/23","9:46:16 pm","0:00:15"
"Prime Video","05/08/23","9:30:08 pm","0:16:08"
"Screen on (unlocked)","05/08/23","9:30:08 pm","0:00:01"
"Screen off (locked)","05/08/23","9:28:18 pm","0:01:50"
"Prime Video","05/08/23","9:18:02 pm","0:10:15"
"Screen on (unlocked)","05/08/23","9:18:02 pm","0:00:01"
"Screen off (locked)","05/08/23","9:16:34 pm","0:01:28"
"Prime Video","05/08/23","9:13:41 pm","0:02:53"
"Screen on (unlocked)","05/08/23","9:13:40 pm","0:00:01"
"Screen off (locked)","05/08/23","9:13:38 pm","0:00:02"
"Prime Video","05/08/23","9:12:12 pm","0:01:26"
"Screen on (unlocked)","05/08/23","9:12:11 pm","0:00:01"
"Screen off (locked)","05/08/23","9:11:52 pm","0:00:20"
"Prime Video","05/08/23","9:08:06 pm","0:03:46"
"Wireless Earphones","05/08/23","9:08:00 pm","0:00:02"
"Truecaller","05/08/23","9:07:44 pm","0:00:08"
"Screen on (unlocked)","05/08/23","9:07:43 pm","0:00:01"
"Screen off (locked)","05/08/23","9:02:02 pm","0:05:41"
"Truecaller","05/08/23","9:02:02 pm","0:00:00"
"Screen on (unlocked)","05/08/23","9:02:01 pm","0:00:01"
"Screen off (locked)","05/08/23","9:01:59 pm","0:00:02"
"Phone","05/08/23","9:01:58 pm","0:00:01"
"Screen on (unlocked)","05/08/23","9:01:57 pm","0:00:01"
"Screen off (locked)","05/08/23","8:59:24 pm","0:02:33"
"Phone","05/08/23","8:59:14 pm","0:00:10"
"Screen on (unlocked)","05/08/23","8:59:14 pm","0:00:01"
"Screen off (locked)","05/08/23","8:55:27 pm","0:03:47"
"WhatsApp","05/08/23","8:55:12 pm","0:00:13"
"Chrome","05/08/23","8:55:06 pm","0:00:03"
"WhatsApp","05/08/23","8:54:57 pm","0:00:07"
"Chrome","05/08/23","8:54:46 pm","0:00:11"
"WhatsApp","05/08/23","8:54:28 pm","0:00:19"
"Snapchat","05/08/23","8:54:17 pm","0:00:11"
"Truecaller","05/08/23","8:54:00 pm","0:00:17"
"Phone","05/08/23","8:53:55 pm","0:00:02"
"Screen on (unlocked)","05/08/23","8:53:54 pm","0:00:01"
"Screen off (locked)","05/08/23","8:21:42 pm","0:32:12"
"Phone","05/08/23","8:21:40 pm","0:00:02"
"Snapchat","05/08/23","8:21:08 pm","0:00:30"
"WhatsApp","05/08/23","8:15:31 pm","0:05:35"
"Screen on (unlocked)","05/08/23","8:15:31 pm","0:00:01"
"Screen off (locked)","05/08/23","8:14:44 pm","0:00:46"
"WhatsApp","05/08/23","8:13:42 pm","0:01:03"
"Snapchat","05/08/23","8:13:10 pm","0:00:31"
"WhatsApp","05/08/23","8:12:03 pm","0:01:04"
"X","05/08/23","8:11:28 pm","0:00:34"
"WhatsApp","05/08/23","8:06:05 pm","0:05:23"
"Google","05/08/23","8:05:46 pm","0:00:19"
"Chrome","05/08/23","8:05:46 pm","0:00:01"
"WhatsApp","05/08/23","8:05:41 pm","0:00:04"
"Google","05/08/23","8:05:40 pm","0:00:00"
"Chrome","05/08/23","8:05:30 pm","0:00:09"
"Google","05/08/23","8:05:23 pm","0:00:07"
"Chrome","05/08/23","8:05:23 pm","0:00:01"
"WhatsApp","05/08/23","8:05:17 pm","0:00:05"
"Google","05/08/23","8:05:16 pm","0:00:00"
"Chrome","05/08/23","8:05:04 pm","0:00:12"
"Google","05/08/23","8:04:58 pm","0:00:06"
"Chrome","05/08/23","8:04:47 pm","0:00:11"
"Google","05/08/23","8:04:01 pm","0:00:46"
"Chrome","05/08/23","8:04:00 pm","0:00:01"
"WhatsApp","05/08/23","8:03:54 pm","0:00:05"
"Google","05/08/23","8:03:53 pm","0:00:00"
"Chrome","05/08/23","8:03:51 pm","0:00:01"
"Google","05/08/23","8:03:49 pm","0:00:02"
"Chrome","05/08/23","8:03:39 pm","0:00:10"
"LinkedIn","05/08/23","8:03:29 pm","0:00:09"
"Chrome","05/08/23","8:01:37 pm","0:01:51"
"LinkedIn","05/08/23","7:58:35 pm","0:03:00"
"Chrome","05/08/23","7:58:19 pm","0:00:16"
"Google","05/08/23","7:58:16 pm","0:00:03"
"Chrome","05/08/23","7:58:15 pm","0:00:01"
"WhatsApp","05/08/23","7:58:09 pm","0:00:05"
"Google","05/08/23","7:58:07 pm","0:00:00"
"Chrome","05/08/23","7:57:59 pm","0:00:08"
"Google","05/08/23","7:57:54 pm","0:00:05"
"Instagram","05/08/23","7:57:35 pm","0:00:16"
"Calculator","05/08/23","7:57:32 pm","0:00:01"
"Screen on (unlocked)","05/08/23","7:57:31 pm","0:00:01"
"Screen off (locked)","05/08/23","7:56:11 pm","0:01:21"
"Calculator","05/08/23","7:56:02 pm","0:00:08"
"Google","05/08/23","7:55:29 pm","0:00:32"
"Instagram","05/08/23","7:48:47 pm","0:06:40"
"Amazon","05/08/23","7:48:39 pm","0:00:00"
"Instagram","05/08/23","7:47:12 pm","0:01:27"
"Chrome","05/08/23","7:47:08 pm","0:00:02"
"Screen on (unlocked)","05/08/23","7:47:07 pm","0:00:01"
"Screen off (locked)","05/08/23","7:39:57 pm","0:07:10"
"Chrome","05/08/23","7:29:14 pm","0:10:43"
"Gmail","05/08/23","7:28:48 pm","0:00:26"
"Screen on (unlocked)","05/08/23","7:28:47 pm","0:00:01"
"Screen off (locked)","05/08/23","7:28:16 pm","0:00:31"
"Gmail","05/08/23","7:28:11 pm","0:00:05"
"Chrome","05/08/23","7:28:10 pm","0:00:01"
"Gmail","05/08/23","7:27:40 pm","0:00:30"
"Screen on (unlocked)","05/08/23","7:27:29 pm","0:00:01"
"Screen off (locked)","05/08/23","7:27:03 pm","0:00:26"
"Google Play Store","05/08/23","7:25:42 pm","0:00:28"
"WhatsApp","05/08/23","7:25:25 pm","0:00:17"
"Google Play Store","05/08/23","7:25:25 pm","0:00:00"
"Screen on (unlocked)","05/08/23","7:25:24 pm","0:00:01"
"Screen off (locked)","05/08/23","6:52:38 pm","0:32:46"
"Google Play Store","05/08/23","6:52:01 pm","0:00:37"
"Instagram","05/08/23","6:48:16 pm","0:03:39"
"Snapchat","05/08/23","6:47:53 pm","0:00:22"
"Instagram","05/08/23","6:46:40 pm","0:01:14"
"Snapchat","05/08/23","6:46:15 pm","0:00:24"
"Instagram","05/08/23","6:45:46 pm","0:00:29"
"Snapchat","05/08/23","6:45:38 pm","0:00:07"
"Instagram","05/08/23","6:45:07 pm","0:00:31"
"Snapchat","05/08/23","6:44:28 pm","0:00:36"
"Instagram","05/08/23","6:42:02 pm","0:02:25"
"WhatsApp","05/08/23","6:41:36 pm","0:00:26"
"Instagram","05/08/23","6:35:30 pm","0:06:06"
"Screen on (unlocked)","05/08/23","6:35:29 pm","0:00:01"
"Screen off (locked)","05/08/23","6:15:21 pm","0:20:08"
"Instagram","05/08/23","6:05:24 pm","0:09:56"
"Instagram","05/08/23","6:04:55 pm","0:00:28"
"Screen on (unlocked)","05/08/23","6:04:55 pm","0:00:01"
"Screen off (locked)","05/08/23","5:39:46 pm","0:25:09"
"Instagram","05/08/23","5:26:44 pm","0:13:02"
"Snapchat","05/08/23","5:26:16 pm","0:00:24"
"Screen on (unlocked)","05/08/23","5:26:14 pm","0:00:01"
"Screen off (locked)","05/08/23","5:17:46 pm","0:08:29"
"Instagram","05/08/23","5:14:31 pm","0:03:14"
"Screen on (unlocked)","05/08/23","5:14:22 pm","0:00:01"
"Screen off (locked)","05/08/23","5:13:19 pm","0:01:03"
"Instagram","05/08/23","5:13:15 pm","0:00:01"
"Screen on (unlocked)","05/08/23","5:13:15 pm","0:00:01"
"Screen off (locked)","05/08/23","4:50:10 pm","0:23:05"
"Instagram","05/08/23","4:40:18 pm","0:09:53"
"Screen on (unlocked)","05/08/23","4:40:17 pm","0:00:01"
"Screen off (locked)","05/08/23","4:35:06 pm","0:05:11"
"Instagram","05/08/23","4:31:05 pm","0:04:01"
"Snapchat","05/08/23","4:30:30 pm","0:00:31"
"Screen on (unlocked)","05/08/23","4:30:21 pm","0:00:01"
"Screen off (locked)","05/08/23","4:20:08 pm","0:10:13"
"Instagram","05/08/23","4:19:01 pm","0:01:07"
"Instagram","05/08/23","4:17:20 pm","0:01:41"
"Screen on (unlocked)","05/08/23","4:17:15 pm","0:00:01"
